id,gouvernement,code_fonction,prenom,nom,fonction,date_debut_fonction,date_fin_fonction
538,Manuel Valls n°2,SE,Martine,Pinvile,"Secrétaire d'État auprès du ministre de l'Economie et des Finances, chargée du Commerce, de l'Artisanat, de la Consommation et de l'Economie sociale et solidaire",2016-08-30,2016-12-06
538,Manuel Valls n°2,SE,Axelle,Lemaire,"Secrétaire d'État auprès du ministre de l'Economie et des Finances, chargée du Numérique et de l'Innovation",2016-08-30,2016-12-06
539,Bernard Cazeneuve,PM,Bernard,Cazeneuve,Premier ministre,2016-12-06,2017-05-10
539,Bernard Cazeneuve,M,Jean-Jacques,Urvoas,"Garde des sceaux, ministre de la Justice",2016-12-06,2017-05-10
539,Bernard Cazeneuve,M,Audrey,Azoulay,Ministre de la culture et de la communication,2016-12-06,2017-05-10
539,Bernard Cazeneuve,M,Jean-Yves,Le Drian,Ministre de la Défense,2016-12-06,2017-05-10
539,Bernard Cazeneuve,M,Annick,Girardin,Ministre de la fonction publique,2016-12-06,2017-05-10
539,Bernard Cazeneuve,M,Patrick,Kanner,"Ministre de la Ville, de la Jeunesse et des Sports",2016-12-06,2017-05-10
539,Bernard Cazeneuve,M,Stéphane,Le Foll,"Ministre de l'Agriculture, de l'Agroalimentaire et de la Forêt, porte-parole du gouvernement",2016-12-06,2017-05-10
539,Bernard Cazeneuve,M,Jean-Michel,Baylet,"Ministre de l'Aménagement du territoire, de la Ruralité et des Collectivités territoriales",2016-12-06,2017-05-10
539,Bernard Cazeneuve,M,Michel,Sapin,Ministre de l'Economie et des Finances,2016-12-06,2017-05-10
539,Bernard Cazeneuve,M,Najat,Vallaud-Belkacem,"Ministre de l'Education nationale, de l'Enseignement supérieur et de la Recherche",2016-12-06,2017-05-10
539,Bernard Cazeneuve,M,Ségolène,Royal,"Ministre de l'Environnement, de l'Energie et de la Mer, chargée des Relations internationales sur le climat",2016-12-06,2017-05-10
539,Bernard Cazeneuve,M,Bruno,Le Roux,Ministre de l'Intérieur,2016-12-06,2017-03-21
539,Bernard Cazeneuve,M,Jean-Marc,Ayrault,Ministre des affaires étrangères et du développement international,2016-12-06,2017-05-10
539,Bernard Cazeneuve,M,Marisol,Touraine,Ministre des Affaires sociales et de la Santé,2016-12-06,2017-05-10
539,Bernard Cazeneuve,M,Laurence,Rossignol,"Ministre des Familles, de l'Enfance et des Droits des femmes",2016-12-06,2017-05-10
539,Bernard Cazeneuve,M,Ericka,Bareigts,Ministre des Outre-mer,2016-12-06,2017-05-10
539,Bernard Cazeneuve,M,Emmanuelle,Cosse,Ministre du logement et de l'habitat durable,2016-12-06,2017-05-10
539,Bernard Cazeneuve,M,Myriam,El Khomri,"Ministre du Travail, de l'Emploi, de la Formation professionnelle et du Dialogue social",2016-12-06,2017-05-10
539,Bernard Cazeneuve,SE,Thierry,Braillard,"Secrétaire d'État auprès de la ministre de la Ville, de la Jeunesse et des Sports chargé des Sports",2016-12-06,2017-05-10
539,Bernard Cazeneuve,SE,Thierry,Mandon,"Secrétaire d'État auprès de la ministre de l'Education nationale, de l'Enseignement supérieur et de la Recherche, chargé de l'Enseignement supérieur et de la Recherche",2016-12-06,2017-05-10
539,Bernard Cazeneuve,SE,Alain,Vidalies,"Secrétaire d'État auprès de la ministre de l'environnement, de l'énergie et de la mer, chargée des relations internationales sur le climat, chargé des transports, de la mer et de la pêche",2016-12-06,2017-05-10
539,Bernard Cazeneuve,SE,Barbara,Pompili,"Secrétaire d'État auprès de la ministre de l'environnement, de l'énergie et de la mer, chargée des relations internationales sur le climat, chargée de la biodiversité",2016-12-06,2017-05-10
539,Bernard Cazeneuve,SE,Ségolène,Neuville,Secrétaire d'État auprès de la ministre des Affaires sociales et de la Santé chargée des Personnes handicapées et de la Lutte contre l'exclusion,2016-12-06,2017-05-10
539,Bernard Cazeneuve,SE,Pascale,Boistard,"Secrétaire d'État auprès de la ministre des affaires sociales et de la santé, chargée des personnes âgées et de l'autonomie",2016-12-06,2017-05-10
539,Bernard Cazeneuve,SE,Clotilde,Valter,"Secrétaire d'État auprès de la ministre du travail, de l'emploi, de la formation professionnelle et du dialogue social, chargée de la formation professionnelle et de l'apprentissage",2016-12-06,2017-05-10
539,Bernard Cazeneuve,SE,Jean-Marc,Todeschini,"Secrétaire d'État auprès du Ministre de la Défense, chargé des Anciens combattants et de la Mémoire",2016-12-06,2017-05-10
539,Bernard Cazeneuve,SE,Hélène,Geoffroy,"Secrétaire d'État auprès du ministre de la ville, de la jeunesse et des sports, chargée de la ville",2016-12-06,2017-05-10
539,Bernard Cazeneuve,SE,Estelle,Grelier,"Secrétaire d'État auprès du ministre de l'aménagement du territoire, de la ruralité et des collectivités territoriales, chargée des collectivités territoriales",2016-12-06,2017-05-10
539,Bernard Cazeneuve,SE,Christian,Eckert,"Secrétaire d'État auprès du ministre de l'Economie et des Finances, chargé du Budget et des Comptes publics",2016-12-06,2017-05-10
539,Bernard Cazeneuve,SE,Christophe,Sirugue,"Secrétaire d'État auprès du ministre de l'Economie et des Finances, chargée de l'Industrie",2016-12-06,2017-02-27
539,Bernard Cazeneuve,SE,Martine,Pinvile,"Secrétaire d'État auprès du ministre de l'Economie et des Finances, chargée du Commerce, de l'Artisanat, de la Consommation et de l'Economie sociale et solidaire",2016-12-06,2017-05-10
539,Bernard Cazeneuve,SE,Axelle,Lemaire,"Secrétaire d'État auprès du ministre de l'Economie et des Finances, chargée du Numérique et de l'Innovation",2016-12-06,2017-02-27
539,Bernard Cazeneuve,SE,Matthias,Fekl,"Secrétaire d'État auprès du ministre des Affaires étrangères et du Développement international chargé du Commerce extérieur, du Développement du tourisme et des Français de l'étranger",2016-12-06,2017-03-21
539,Bernard Cazeneuve,SE,Harlem,Désir,"Secrétaire d'État auprès du ministre des Affaires étrangères et du Développement international, chargé des Affaires européennes",2016-12-06,2017-05-10
539,Bernard Cazeneuve,SE,Jean-Marie,Le Guen,"Secrétaire d'État auprès du ministre des Affaires étrangères et du Développement international, chargé du Développement et de la Francophonie",2016-12-06,2017-05-10
539,Bernard Cazeneuve,SE,Jean-Vincent,Placé,"Secrétaire d'État auprès du Premier ministre, chargé de la réforme de l'État et de la simplification",2016-12-06,2017-05-10
539,Bernard Cazeneuve,SE,André,Vallini,"Secrétaire d'État auprès du premier ministre, chargé des Relations avec le Parlement",2016-12-06,2017-05-10
539,Bernard Cazeneuve,SE,Juliette,Méadel,"Secrétaire d'État auprès du Premier ministre, chargée de l'aide aux victimes",2016-12-06,2017-05-10
539,Bernard Cazeneuve,SE,Christophe,Sirugue,"Secrétaire d'État auprès du ministre de l'Economie et des Finances, chargée de l'Industrie, du Numérique et de l'Innovation",2017-02-27,2017-05-10
539,Bernard Cazeneuve,M,Matthias,Fekl,Ministre de l'Intérieur,2017-03-21,2017-05-10
540,Edouard Philippe n°1,PM,Edouard,Philippe,Premier ministre,2017-05-17,2017-06-19
540,Edouard Philippe n°1,ME,François,Bayrou,"Ministre d'État, Garde des sceaux, ministre de la Justice",2017-05-17,2017-06-19
540,Edouard Philippe n°1,ME,Nicolas,Hulot,"Ministre d'État, ministre de la Transition écologique et solidaire",2017-05-17,2017-06-19
540,Edouard Philippe n°1,ME,Gérard,Collomb,"Ministre d'État, ministre de l'Intérieur",2017-05-17,2017-06-19
540,Edouard Philippe n°1,M,Richard,Ferrand,Ministre de la Cohésion des territoires,2017-05-17,2017-06-19
540,Edouard Philippe n°1,M,Françoise,Nyssen,Ministre de la Culture,2017-05-17,2017-06-19
540,Edouard Philippe n°1,M,Gérald,Darmanin,Ministre de l'Action et des Comptes publics,2017-05-17,2017-06-19
540,Edouard Philippe n°1,M,Jacques,Mézard,Ministre de l'Agriculture et de l'Alimentation,2017-05-17,2017-06-19
540,Edouard Philippe n°1,M,Bruno,Le Maire,Ministre de l'Economie,2017-05-17,2017-06-19
540,Edouard Philippe n°1,M,Jean-Michel,Blanquer,Ministre de l'Education nationale,2017-05-17,2017-06-19
540,Edouard Philippe n°1,M,Frédérique,Vidal,"Ministre de l'Enseignement supérieur, de la Recherche et de l'Innovation",2017-05-17,2017-06-19
540,Edouard Philippe n°1,M,Jean-Yves,Le Drian,Ministre de l'Europe et des Affaires étrangères,2017-05-17,2017-06-19
540,Edouard Philippe n°1,M,Sylvie,Goulard,Ministre des Armées,2017-05-17,2017-06-19
540,Edouard Philippe n°1,M,Annick,Girardin,Ministre des Outre-mer,2017-05-17,2017-06-19
540,Edouard Philippe n°1,M,Agnès,Buzyn,Ministre des Solidarités et de la santé,2017-05-17,2017-06-19
540,Edouard Philippe n°1,M,Laura,Flessel,Ministre des Sports,2017-05-17,2017-06-19
540,Edouard Philippe n°1,M,Muriel,Pénicaud,Ministre du Travail,2017-05-17,2017-06-19
540,Edouard Philippe n°1,MD,Marielle,De Sarnez,"Ministre auprès du ministre de l'Europe et des Affaires étrangères, chargée des Affaires européennes",2017-05-17,2017-06-19
540,Edouard Philippe n°1,MD,Elisabeth,Borne,"Ministre auprès du ministre d'État, ministre de la Transition écologique et solidaire, chargée des Transports",2017-05-17,2017-06-19
540,Edouard Philippe n°1,SE,Christophe,Castaner,"Secrétaire d'État auprès du Premier ministre, chargé des Relations avec le Parlement, porte-parole du Gouvernement",2017-05-17,2017-06-19
540,Edouard Philippe n°1,SE,Mounir,Mahjoubi,"Secrétaire d'État auprès du Premier ministre, chargé du Numérique",2017-05-17,2017-06-19
540,Edouard Philippe n°1,SE,Marlène,Schiappa,"Secrétaire d'État auprès du Premier ministre, chargée de l'Egalité entre les femmes et les hommes",2017-05-17,2017-06-19
540,Edouard Philippe n°1,SE,Sophie,Cluzel,"Secrétaire d'État auprès du Premier ministre, chargée des Personnes handicapées",2017-05-17,2017-06-19
541,Edouard Philippe n°2,PM,Edouard,Philippe,Premier ministre,2017-06-21,2018-10-03
541,Edouard Philippe n°2,ME,Nicole,Belloubet,"Ministre d'État, Garde des sceaux, ministre de la Justice",2017-06-21,2020-07-03
541,Edouard Philippe n°2,ME,Nicolas,Hulot,"Ministre d'État, ministre de la Transition écologique et solidaire",2017-06-21,2018-09-04
541,Edouard Philippe n°2,ME,Gérard,Collomb,"Ministre d'État, ministre de l'Intérieur",2017-06-21,2018-10-03
541,Edouard Philippe n°2,M,Jacques,Mézard,Ministre de la Cohésion des territoires,2017-06-21,2018-10-16
541,Edouard Philippe n°2,M,Françoise,Nyssen,Ministre de la Culture,2017-06-21,2018-10-16
541,Edouard Philippe n°2,M,Gérald,Darmanin,Ministre de l'Action et des Comptes publics,2017-06-21,2020-07-03
541,Edouard Philippe n°2,M,Stéphane,Travert,Ministre de l'Agriculture et de l'Alimentation,2017-06-21,2018-10-16
541,Edouard Philippe n°2,M,Bruno,Le Maire,Ministre de l'Economie,2017-06-21,2020-07-03
541,Edouard Philippe n°2,M,Jean-Michel,Blanquer,Ministre de l'Education nationale,2017-06-21,2018-10-16
541,Edouard Philippe n°2,M,Frédérique,Vidal,"Ministre de l'Enseignement supérieur, de la Recherche et de l'Innovation",2017-06-21,2020-07-03
541,Edouard Philippe n°2,M,Jean-Yves,Le Drian,Ministre de l'Europe et des Affaires étrangères,2017-06-21,2020-07-03
541,Edouard Philippe n°2,M,Florence,Parly,Ministre des Armées,2017-06-21,2020-07-03
541,Edouard Philippe n°2,M,Annick,Girardin,Ministre des Outre-mer,2017-06-21,2020-07-03
541,Edouard Philippe n°2,M,Agnès,Buzyn,Ministre des Solidarités et de la santé,2017-06-21,2020-02-16
541,Edouard Philippe n°2,M,Laura,Flessel,Ministre des Sports,2017-06-21,2018-09-04
541,Edouard Philippe n°2,M,Muriel,Pénicaud,Ministre du Travail,2017-06-21,2020-07-03
541,Edouard Philippe n°2,MD,Nathalie,Loiseau,"Ministre auprès du ministre de l'Europe et des Affaires étrangères, chargée des Affaires européennes",2017-06-21,2019-03-27
541,Edouard Philippe n°2,MD,Jacqueline,Gourault,Ministre auprès du ministre de l'Intérieur,2017-06-21,2018-10-16
541,Edouard Philippe n°2,MD,Elisabeth,Borne,"Ministre auprès du ministre d'État, ministre de la Transition écologique et solidaire, chargée des Transports",2017-06-21,2019-07-16
541,Edouard Philippe n°2,SE,Julien,Denormandie,Secrétaire d'État auprès du ministre de la Cohésion des territoires,2017-06-21,2018-10-16
541,Edouard Philippe n°2,SE,Brune,Poirson,Secrétaire d'État auprès du ministre de la Transition écologique et solidaire,2017-06-21,2019-07-16
541,Edouard Philippe n°2,SE,Sébastien,Lecornu,Secrétaire d'État auprès du ministre de la Transition écologique et solidaire,2017-06-21,2018-10-16
541,Edouard Philippe n°2,SE,Benjamin,Griveaux,Secrétaire d'État auprès du ministre de l'Économie et des Finances,2017-06-21,2017-11-24
541,Edouard Philippe n°2,SE,Jean-Baptiste,Lemoyne,Secrétaire d'État auprès du ministre de l'Europe et des Affaires étrangères,2017-06-21,2020-07-03
541,Edouard Philippe n°2,SE,Geneviève,Darrieussecq,Secrétaire d'État auprès du ministre des Armées,2017-06-21,2020-07-03
541,Edouard Philippe n°2,SE,Christophe,Castaner,"Secrétaire d'État auprès du Premier ministre, chargé des Relations avec le Parlement, porte-parole du Gouvernement",2017-06-21,2017-11-24
541,Edouard Philippe n°2,SE,Mounir,Mahjoubi,"Secrétaire d'État auprès du Premier ministre, chargé du Numérique",2017-06-21,2020-07-03
541,Edouard Philippe n°2,SE,Marlène,Schiappa,"Secrétaire d'État auprès du Premier ministre, chargée de l'Egalité entre les femmes et les hommes",2017-06-21,2018-10-16
541,Edouard Philippe n°2,SE,Sophie,Cluzel,"Secrétaire d'État auprès du Premier ministre, chargée des Personnes handicapées",2017-06-21,2020-07-03
541,Edouard Philippe n°2,SE,Olivier,Dussopt,Secrétaire d'État auprès du ministre de l'action et des comptes publics,2017-11-24,2020-07-03
541,Edouard Philippe n°2,SE,Delphine,Gény-Stephann,Secrétaire d'État auprès du ministre de l'économie et des finances,2017-11-24,2018-10-16
541,Edouard Philippe n°2,SE,Benjamin,Griveaux,"Secrétaire d'État auprès du Premier ministre, porte-parole du Gouvernement",2017-11-24,2019-03-27
541,Edouard Philippe n°2,ME,François,De Rugy,"Ministre d'État, ministre de la transition écologique et solidaire",2018-09-04,2019-07-16
541,Edouard Philippe n°2,M,Roxana,Maracineanu,Ministre des sports,2018-09-04,2020-07-03
541,Edouard Philippe n°2,PM,Edouard,Philippe,"Premier ministre, ministre de l'intérieur",2018-10-03,2018-10-16
541,Edouard Philippe n°2,PM,Edouard,Philippe,Premier ministre,2018-10-16,2020-07-03
541,Edouard Philippe n°2,M,Jacqueline,Gourault,Ministre de la cohésion des territoires et des relations avec les collectivités territoriales,2018-10-16,2020-07-03
541,Edouard Philippe n°2,M,Franck,Riester,Ministre de la culture,2018-10-16,2020-07-03
541,Edouard Philippe n°2,M,Didier,Guillaume,Ministre de l'agriculture et de l'alimentation,2018-10-16,2020-07-03
541,Edouard Philippe n°2,M,Jean-Michel,Blanquer,Ministre de l'éducation nationale et de la jeunesse,2018-10-16,2020-07-03
541,Edouard Philippe n°2,M,Christophe,Castaner,Ministre de l'intérieur,2018-10-16,2020-07-03
541,Edouard Philippe n°2,MD,Julien,Denormandie,"Ministre auprès du Premier ministre, chargé de la ville et du logement",2018-10-16,2020-07-03
541,Edouard Philippe n°2,MD,Sébastien,Lecornu,"Ministre auprès du Premier ministre, chargé des collectivités territoriales",2018-10-16,2020-07-03
541,Edouard Philippe n°2,MD,Marc,Fesneau,"Ministre auprès du Premier ministre, chargé des relations avec le Parlement",2018-10-16,2020-07-03
541,Edouard Philippe n°2,SE,Christelle,Dubos,Secrétaire d'État auprès de la ministre des solidarités et de la santé,2018-10-16,2020-07-03
541,Edouard Philippe n°2,SE,Agnès,Pannier-Runacher,Secrétaire d'État auprès du ministre de l'économie et des finances,2018-10-16,2020-07-03
541,Edouard Philippe n°2,SE,Mounir,Mahjoubi,"Secrétaire d'État auprès du ministre de l'économie et des finances et du ministre de l'action et des comptes publics, chargé du numérique",2018-10-16,2019-03-27
541,Edouard Philippe n°2,SE,Gabriel,Attal,Secrétaire d'État auprès du ministre de l'éducation nationale et de la jeunesse,2018-10-16,2020-07-03
541,Edouard Philippe n°2,SE,Laurent,Nunez,Secrétaire d'État auprès du ministre de l'intérieur,2018-10-16,2020-07-03
541,Edouard Philippe n°2,SE,Emmanuelle,Wargon,"Secrétaire d'État auprès du ministre d'État, ministre de la transition écologique et solidaire",2018-10-16,2019-07-16
541,Edouard Philippe n°2,SE,Marlène,Schiappa,"Secrétaire d'État auprès du Premier ministre, chargée de l'égalité entre les femmes et les hommes et de la lutte contre les discriminations",2018-10-16,2020-07-03
541,Edouard Philippe n°2,SE,Adrien,Taquet,Secrétaire d'État auprès de la ministre des solidarités et de la santé,2019-01-25,2020-02-16
541,Edouard Philippe n°2,SE,Cédric,O,"Secrétaire d'État auprès du ministre de l'économie et des finances et du ministre de l'action et des comptes publics, chargé du numérique.",2019-03-31,2020-07-03
541,Edouard Philippe n°2,SE,Amélie,De Montchalin,"Secrétaire d'État auprès du ministre de l'Europe et des affaires étrangères, chargée des affaires européennes",2019-03-31,2020-07-03
541,Edouard Philippe n°2,SE,Sibeth,Ndiaye,"Secrétaire d'État auprès du Premier ministre, porte-parole du Gouvernement",2019-03-31,2020-07-03
541,Edouard Philippe n°2,M,Elisabeth,Borne,Ministre de la transition écologique et solidaire,2019-07-16,2020-07-03
541,Edouard Philippe n°2,SE,Brune,Poirson,Secrétaire d'État auprès de la ministre de la transition écologique et solidaire,2019-07-16,2020-07-03
541,Edouard Philippe n°2,SE,Emmanuelle,Wargon,Secrétaire d'État auprès de la ministre de la transition écologique et solidaire,2019-07-16,2020-07-03
541,Edouard Philippe n°2,SE,Jean-Baptiste,Djebbari,"Secrétaire d'État auprès de la ministre de la transition écologique et solidaire, chargé des transports",2019-09-03,2020-07-03
541,Edouard Philippe n°2,HC,Jean-Paul,Delevoye,"Haut-commissaire auprès de la ministre des solidarités et de la santé, chargé des retraites",2019-09-03,2019-12-17
541,Edouard Philippe n°2,SE,Laurent,Pietraszewski,"Secrétaire d'État auprès de la ministre des solidarités et de la santé, chargé des retraites",2019-12-17,2020-05-19
541,Edouard Philippe n°2,M,Olivier,Véran,Ministre des Solidarités et de la santé,2020-02-16,2020-07-03
541,Edouard Philippe n°2,SE,Laurent,Pietraszewski,"Secrétaire d'État auprès du ministre des solidarités et de la santé, chargé des retraites et auprès de la ministre du travail, chargé de la protection de la santé des salariés contre l'épidémie de covid-19.",2020-05-19,2020-07-03
542,Jean Castex,PM,Jean,Castex,Premier ministre,2020-07-06,2022-05-16
542,Jean Castex,M,Éric,Dupond-Moretti,"garde des sceaux, ministre de la justice",2020-07-06,2022-05-16
542,Jean Castex,M,Jacqueline,Gourault,Ministre de la cohésion des territoires et des relations avec les collectivités territoriales,2020-07-06,2022-03-05
542,Jean Castex,M,Roselyne,Bachelot,Ministre de la culture,2020-07-06,2022-05-16
542,Jean Castex,M,Annick,Girardin,Ministre de la mer,2020-07-06,2022-05-16
542,Jean Castex,M,Amélie,De Montchalin,Ministre de la transformation et de la fonction publiques,2020-07-06,2022-05-16
542,Jean Castex,M,Barbara,Pompili,Ministre de la transition écologique,2020-07-06,2022-05-16
542,Jean Castex,M,Julien,Denormandie,Ministre de l'agriculture et de l'alimentation,2020-07-06,2022-05-16
542,Jean Castex,M,Bruno,Le Maire,"Ministre de l'économie, des finances et de la relance",2020-07-06,2022-05-16
542,Jean Castex,M,Jean-Michel,Blanquer,"Ministre de l'éducation nationale, de la jeunesse et des sports",2020-07-06,2022-05-16
542,Jean Castex,M,Frédérique,Vidal,"Ministre de l'enseignement supérieur, de la recherche et de l'innovation",2020-07-06,2022-05-16
542,Jean Castex,M,Jean-Yves,Le Drian,Ministre de l'Europe et des affaires étrangères,2020-07-06,2022-05-16
542,Jean Castex,M,Gérald,Darmanin,Ministre de l'intérieur,2020-07-06,2022-05-16
542,Jean Castex,M,Florence,Parly,Ministre des armées,2020-07-06,2022-05-16
542,Jean Castex,M,Sébastien,Lecornu,Ministre des outre-mer,2020-07-06,2022-05-16
542,Jean Castex,M,Olivier,Véran,Ministre des solidarités et de la santé,2020-07-06,2022-05-16
542,Jean Castex,M,Elisabeth,Borne,"Ministre du travail, de l'emploi et de l'insertion",2020-07-06,2022-05-16
542,Jean Castex,MD,Nadia,Hai,"Ministre délégué auprès de la ministre de la cohésion des territoires et des relations avec les collectivités territoriales, chargée de la ville",2020-07-06,2022-03-05
542,Jean Castex,MD,Jean-Baptiste,Djebbari,"Ministre délégué auprès de la ministre de la transition écologique, chargé des transports",2020-07-06,2022-05-16
542,Jean Castex,MD,Emmanuelle,Wargon,"Ministre délégué auprès de la ministre de la transition écologique, chargée du logement",2020-07-06,2022-05-16
542,Jean Castex,MD,Geneviève,Darrieussecq,"Ministre délégué auprès de la ministre des armées, chargée de la mémoire et des anciens combattants",2020-07-06,2022-05-16
542,Jean Castex,MD,Brigitte,Klinkert,"Ministre délégué auprès de la ministre du travail, de l'emploi et de l'insertion, chargée de l'insertion ;",2020-07-06,2022-05-16
542,Jean Castex,MD,Olivier,Dussopt,"Ministre délégué auprès du ministre de l'économie, des finances et de la relance,chargé des comptes publics",2020-07-06,2022-05-16
542,Jean Castex,MD,Alain,Griset,"Ministre délégué auprès du ministre de l'économie, des finances et de la relance,chargé des petites et moyennes entreprises",2020-07-06,2021-12-08
542,Jean Castex,MD,Agnès,Pannier-Runacher,"Ministre délégué auprès du ministre de l'économie, des finances et de la relance,chargée de l'industrie",2020-07-06,2022-05-16
542,Jean Castex,MD,Roxana,Maracineanu,"Ministre délégué auprès du ministre de l'éducation nationale, de la jeunesse et des sports, chargée des sports",2020-07-06,2022-05-16
542,Jean Castex,MD,Franck,Riester,"Ministre délégué auprès du ministre de l'Europe et des affaires étrangères, chargé du commerce extérieur et de l'attractivité",2020-07-06,2022-05-16
542,Jean Castex,MD,Marlène,Schiappa,"Ministre délégué auprès du ministre de l'intérieur, chargée de la citoyenneté",2020-07-06,2022-05-16
542,Jean Castex,MD,Brigitte,Bourguignon,"Ministre délégué auprès du ministre des solidarités et de la santé, chargée de l'autonomie",2020-07-06,2022-05-16
542,Jean Castex,MD,Marc,Fesneau,"Ministre délégué auprès du Premier ministre , chargé des relations avec le Parlement et de la participation citoyenne",2020-07-06,2022-05-16
542,Jean Castex,MD,Elisabeth,Moreno,"Ministre délégué auprès du Premier ministre, chargée de l'égalité entre les femmes et les hommes, de la diversité et de l'égalité des chance",2020-07-06,2022-05-16
542,Jean Castex,SE,Gabriel,Attal,"Secrétaire d'État auprès du Premier ministre, porte-parole du Gouvernement",2020-07-06,2022-05-16
542,Jean Castex,SE,Joël,Giraud,"Secrétaire d'État auprès de la ministre de la cohésion des territoires et des relations avec les collectivités territoriales, chargé de la ruralité",2020-07-26,2022-03-05
542,Jean Castex,SE,Bérangère,Abba,"Secrétaire d'État auprès de la ministre de la transition écologique, chargée de la biodiversité",2020-07-26,2022-05-16
542,Jean Castex,SE,Laurent,Pietraszewski,"Secrétaire d'État auprès de la ministre du travail, de l'emploi et de l'insertion, chargé des retraites et de la santé au travail",2020-07-26,2022-05-16
542,Jean Castex,SE,Cédric,O,"Secrétaire d'État auprès du ministre de l'économie, des finances et de la relance et de la ministre de la cohésion des territoires et des relations avec les collectivités territoriales, chargé de la transition numérique et des communications électroniques",2020-07-26,2022-05-16
542,Jean Castex,SE,Olivia,Gregoire,"Secrétaire d'État auprès du ministre de l'économie, des finances et de la relance, chargée de l'économie sociale, solidaire et responsable",2020-07-26,2022-05-16
542,Jean Castex,SE,Sarah,El Hairy,"Secrétaire d'État auprès du ministre de l'éducation nationale, de la jeunesse et des sports, chargée de la jeunesse et de l'engagement",2020-07-26,2022-05-16
542,Jean Castex,SE,Nathalie,Elimas,"Secrétaire d'État auprès du ministre de l'éducation nationale, de la jeunesse et des sports, chargée de l'éducation prioritaire",2020-07-26,2022-03-05
542,Jean Castex,SE,Clément,Beaune,"Secrétaire d'État auprès du ministre de l'Europe et des affaires étrangères, chargé des affaires européennes",2020-07-26,2022-05-16
542,Jean Castex,SE,Jean-Baptiste,Lemoyne,"Secrétaire d'État auprès du ministre de l'Europe et des affaires étrangères, chargé du tourisme, des Français de l'étranger et de la francophonie",2020-07-26,2021-12-08
542,Jean Castex,SE,Adrien,Taquet,"Secrétaire d'État auprès du ministre des solidarités et de la santé, chargé de l'enfance et des familles",2020-07-26,2022-05-16
542,Jean Castex,SE,Sophie,Cluzel,"Secrétaire d'État auprès du Premier ministre, chargée des personnes handicapées",2020-07-26,2022-05-16
542,Jean Castex,MD,Jean-Baptiste,Lemoyne,"Ministre délégué auprès du ministre de l'Europe et des affaires étrangères, chargé du tourisme, des Français de l'étranger et de la francophonie, et auprès du ministre de l'économie, des finances et de la relance, chargé des petites et moyennes entreprises",2021-12-08,2022-05-16
542,Jean Castex,M,Joël,Giraud,Ministre de la cohésion des territoires et des relations avec les collectivités territoriales,2022-03-05,2022-05-16
542,Jean Castex,MD,Nadia,Hai,"Ministre déléguée auprès du ministre de la cohésion des territoires et des relations avec les collectivités territoriales, chargée de la ville",2022-03-05,2022-05-16
542,Jean Castex,SE,Cédric,O,"Secrétaire d'État auprès du ministre de l'économie, des finances et de la relance et du de la cohésion des territoires et des relations avec les collectivités territoriales, chargé de la transition numérique et des communications électroniques",2022-03-05,2022-05-16
543,Élisabeth Borne,PM,Élisabeth,Borne,Première ministre,2022-05-16,2024-01-09
543,Élisabeth Borne,M,Eric,Dupond-Moretti,"garde des sceaux, ministre de la justice",2022-05-20,2024-01-09
543,Élisabeth Borne,M,Rima,Abdul-Malak,Ministre de la culture,2022-05-20,2024-01-09
543,Élisabeth Borne,M,Brigitte,Bourguignon,Ministre de la santé et de la prévention,2022-05-20,2022-07-04
543,Élisabeth Borne,M,Stanislas,Guerini,Ministre de la transformation et de la fonction publiques,2022-05-20,2024-01-09
543,Élisabeth Borne,M,Amélie,de Montchalin,Ministre de la transition écologique et de la cohésion des territoires,2022-05-20,2022-07-04
543,Élisabeth Borne,M,Agnès,Pannier-Runacher,Ministre de la transition énergétique,2022-05-20,2024-01-09
543,Élisabeth Borne,M,Marc,Fesneau,Ministre de l'agriculture et de la souveraineté alimentaire,2022-05-20,2024-01-09
543,Élisabeth Borne,M,Bruno,Le Maire,"Ministre de l'économie, des finances et de la souveraineté industrielle et numérique",2022-05-20,2024-01-09
543,Élisabeth Borne,M,Pap,Ndiaye,Ministre de l'éducation nationale et de la jeunesse,2022-05-20,2023-07-20
543,Élisabeth Borne,M,Sylvie,Retailleau,Ministre de l'enseignement supérieur et de la recherche,2022-05-20,2024-01-09
543,Élisabeth Borne,M,Catherine,Colonna,Ministre de l'Europe et des affaires étrangères,2022-05-20,2024-01-09
543,Élisabeth Borne,M,Gérald,Darmanin,Ministre de l'intérieur,2022-05-20,2022-07-04
543,Élisabeth Borne,M,Sébastien,Lecornu,Ministre des armées,2022-05-20,2024-01-09
543,Élisabeth Borne,M,Yaël,Braun-Pivet,Ministre des outre-mer,2022-05-20,2022-06-25
543,Élisabeth Borne,M,Damien,Abad,"Ministre des solidarités, de l'autonomie et des personnes handicapées",2022-05-20,2022-07-04
543,Élisabeth Borne,M,Amélie,Oudea-Castera,Ministre des sports et des jeux Olympiques et Paralympiques,2022-05-20,2024-01-09
543,Élisabeth Borne,M,Olivier,Dussopt,"Ministre du travail, du plein emploi et de l'insertion",2022-05-20,2024-01-09
543,Élisabeth Borne,MD,Clément,Beaune,"Ministre délégué auprès de la ministre de l'Europe et des affaires étrangères, chargé de l'Europe",2022-05-20,2022-07-04
543,Élisabeth Borne,MD,Franck,Riester,"Ministre délégué auprès de la ministre de l'Europe et des affaires étrangères, chargé du commerce extérieur et de l'attractivité",2022-05-20,2022-07-04
